score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
1,👎,👎,,,[],[],,negatif,0
1,PAYAH. DIMINTAI LAMPIRAN PENGADUAN TIDAK DITANGGAPI JUGA. 👎👎👎👎👎👎,payah. dimintai lampiran pengaduan tidak ditanggapi juga. 👎👎👎👎👎👎,payah dimintai lampiran pengaduan tidak ditanggapi juga,payah dimintai lampiran pengaduan tidak ditanggapi juga,"['payah', 'dimintai', 'lampiran', 'pengaduan', 'tidak', 'ditanggapi', 'juga']","['payah', 'lampiran', 'pengaduan', 'tidak', 'ditanggapi']",payah lampiran pengaduan tidak ditanggapi,negatif,5
5,"Saya daftar lalu saya membaca beberapa laporan berikut tanggapan dari instansi terkait, menurut saya sangat bagus karena hampir 100% semua laporan ditanggapi, kenapa kalian memberi rating sangat buruk?","saya daftar lalu saya membaca beberapa laporan berikut tanggapan dari instansi terkait, menurut saya sangat bagus karena hampir 100% semua laporan ditanggapi, kenapa kalian memberi rating sangat buruk?",saya daftar lalu saya membaca beberapa laporan berikut tanggapan dari instansi terkait menurut saya sangat bagus karena hampir semua laporan ditanggapi kenapa kalian memberi rating sangat buruk,saya daftar lalu saya membaca beberapa laporan berikut tanggapan dari instansi terkait menurut saya sangat bagus karena hampir semua laporan ditanggapi kenapa kalian memberi rating sangat buruk,"['saya', 'daftar', 'lalu', 'saya', 'membaca', 'beberapa', 'laporan', 'berikut', 'tanggapan', 'dari', 'instansi', 'terkait', 'menurut', 'saya', 'sangat', 'bagus', 'karena', 'hampir', 'semua', 'laporan', 'ditanggapi', 'kenapa', 'kalian', 'memberi', 'rating', 'sangat', 'buruk']","['saya', 'daftar', 'saya', 'membaca', 'laporan', 'tanggapan', 'instansi', 'terkait', 'saya', 'bagus', 'laporan', 'ditanggapi', 'kalian', 'rating', 'buruk']",saya daftar saya membaca laporan tanggapan instansi terkait saya bagus laporan ditanggapi kalian rating buruk,positif,15
1,Ga ada gunanya. Laporan udah dibuat dengan kronologis dan bukti pendukung tapi malah ditolak dan di arsip. Ga berfaedah nih aplikasi buang2 anggaran doang!!,ga ada gunanya. laporan udah dibuat dengan kronologis dan bukti pendukung tapi malah ditolak dan di arsip. ga berfaedah nih aplikasi buang2 anggaran doang!!,ga ada gunanya laporan udah dibuat dengan kronologis dan bukti pendukung tapi malah ditolak dan di arsip ga berfaedah nih aplikasi buang anggaran doang,tidak ada gunanya laporan udah dibuat dengan kronologis dan bukti pendukung tapi malah ditolak dan di arsip tidak berfaedah nih aplikasi buang anggaran saja,"['tidak', 'ada', 'gunanya', 'laporan', 'udah', 'dibuat', 'dengan', 'kronologis', 'dan', 'bukti', 'pendukung', 'tapi', 'malah', 'ditolak', 'dan', 'di', 'arsip', 'tidak', 'berfaedah', 'nih', 'aplikasi', 'buang', 'anggaran', 'saja']","['tidak', 'ada', 'gunanya', 'laporan', 'udah', 'kronologis', 'bukti', 'pendukung', 'ditolak', 'arsip', 'tidak', 'berfaedah', 'aplikasi', 'buang', 'anggaran']",tidak ada gunanya laporan udah kronologis bukti pendukung ditolak arsip tidak berfaedah aplikasi buang anggaran,negatif,15
5,Inspiratif untuk semua,inspiratif untuk semua,inspiratif untuk semua,inspiratif untuk semua,"['inspiratif', 'untuk', 'semua']",['inspiratif'],inspiratif,positif,1
5,Smoga bermanfaat,smoga bermanfaat,smoga bermanfaat,smoga bermanfaat,"['smoga', 'bermanfaat']","['smoga', 'bermanfaat']",smoga bermanfaat,positif,2
2,Server eror,server eror,server eror,server error,"['server', 'error']","['server', 'error']",server error,negatif,2
1,Tidak Berguna!,tidak berguna!,tidak berguna,tidak berguna,"['tidak', 'berguna']","['tidak', 'berguna']",tidak berguna,negatif,2
5,Okkk sipoo,okkk sipoo,ok sipoo,ok sipoo,"['ok', 'sipoo']","['ok', 'sipoo']",ok sipoo,positif,2
5,Kenapa laporan saya di arsip kan oleh admint?,kenapa laporan saya di arsip kan oleh admint?,kenapa laporan saya di arsip kan oleh admint,kenapa laporan saya di arsip kan oleh admint,"['kenapa', 'laporan', 'saya', 'di', 'arsip', 'kan', 'oleh', 'admint']","['laporan', 'saya', 'arsip', 'admint']",laporan saya arsip admint,positif,4
1,"Buat pemerintah, ini aplikasi tidak berguna!!!! Mendingan aplikasi ini dihapuskan saja. Karena aplikasi ini hanya menjadi media curhatan serta menghambur hamburkan uang negara!!!😡😡😡😡😡😡","buat pemerintah, ini aplikasi tidak berguna!!!! mendingan aplikasi ini dihapuskan saja. karena aplikasi ini hanya menjadi media curhatan serta menghambur hamburkan uang negara!!!😡😡😡😡😡😡",buat pemerintah ini aplikasi tidak berguna mendingan aplikasi ini dihapuskan saja karena aplikasi ini hanya menjadi media curhatan serta menghambur hamburkan uang negara,buat pemerintah ini aplikasi tidak berguna mendingan aplikasi ini dihapuskan saja karena aplikasi ini hanya menjadi media curhatan serta menghambur hamburkan uang negara,"['buat', 'pemerintah', 'ini', 'aplikasi', 'tidak', 'berguna', 'mendingan', 'aplikasi', 'ini', 'dihapuskan', 'saja', 'karena', 'aplikasi', 'ini', 'hanya', 'menjadi', 'media', 'curhatan', 'serta', 'menghambur', 'hamburkan', 'uang', 'negara']","['pemerintah', 'aplikasi', 'tidak', 'berguna', 'mendingan', 'aplikasi', 'dihapuskan', 'aplikasi', 'media', 'curhatan', 'menghambur', 'hamburkan', 'uang', 'negara']",pemerintah aplikasi tidak berguna mendingan aplikasi dihapuskan aplikasi media curhatan menghambur hamburkan uang negara,negatif,14
5,Sangat bermanfaat utk memajukan percepatan pembangunan bangsa jika dikelola secara benar.,sangat bermanfaat utk memajukan percepatan pembangunan bangsa jika dikelola secara benar.,sangat bermanfaat utk memajukan percepatan pembangunan bangsa jika dikelola secara benar,sangat bermanfaat untuk memajukan percepatan pembangunan bangsa jika dikelola secara benar,"['sangat', 'bermanfaat', 'untuk', 'memajukan', 'percepatan', 'pembangunan', 'bangsa', 'jika', 'dikelola', 'secara', 'benar']","['bermanfaat', 'memajukan', 'percepatan', 'pembangunan', 'bangsa', 'dikelola']",bermanfaat memajukan percepatan pembangunan bangsa dikelola,positif,6
1,"Buat apaan di buat klo server eror pas kirim pengaduan, pelayanan masyarakat seharusnya mempermudah masyarakat","buat apaan di buat klo server eror pas kirim pengaduan, pelayanan masyarakat seharusnya mempermudah masyarakat",buat apaan di buat klo server eror pas kirim pengaduan pelayanan masyarakat seharusnya mempermudah masyarakat,buat apaan di buat klo server error pas kirim pengaduan pelayanan masyarakat seharusnya mempermudah masyarakat,"['buat', 'apaan', 'di', 'buat', 'klo', 'server', 'error', 'pas', 'kirim', 'pengaduan', 'pelayanan', 'masyarakat', 'seharusnya', 'mempermudah', 'masyarakat']","['klo', 'server', 'error', 'pas', 'kirim', 'pengaduan', 'pelayanan', 'masyarakat', 'mempermudah', 'masyarakat']",klo server error pas kirim pengaduan pelayanan masyarakat mempermudah masyarakat,negatif,10
1,Tidak sesuai ekspetasi,tidak sesuai ekspetasi,tidak sesuai ekspetasi,tidak sesuai ekspetasi,"['tidak', 'sesuai', 'ekspetasi']","['tidak', 'sesuai', 'ekspetasi']",tidak sesuai ekspetasi,negatif,3
1,Hamzyong,hamzyong,hamzyong,hamzyong,['hamzyong'],['hamzyong'],hamzyong,negatif,1
5,lagi eror tapi aplikasinya bagus,lagi eror tapi aplikasinya bagus,lagi eror tapi aplikasinya bagus,lagi error tapi aplikasinya bagus,"['lagi', 'error', 'tapi', 'aplikasinya', 'bagus']","['error', 'aplikasinya', 'bagus']",error aplikasinya bagus,positif,3
5,Manthab,manthab,manthab,manthab,['manthab'],['manthab'],manthab,positif,1
1,"Aplikasinya sih bagus, namun sayang action dari pelaporannya sangat tidak memuaskan. Seolah"" hanya untuk curhatan aja.","aplikasinya sih bagus, namun sayang action dari pelaporannya sangat tidak memuaskan. seolah"" hanya untuk curhatan aja.",aplikasinya sih bagus namun sayang action dari pelaporannya sangat tidak memuaskan seolah hanya untuk curhatan aja,aplikasinya sih bagus namun sayang action dari pelaporannya sangat tidak memuaskan cuma hanya untuk curhatan aja,"['aplikasinya', 'sih', 'bagus', 'namun', 'sayang', 'action', 'dari', 'pelaporannya', 'sangat', 'tidak', 'memuaskan', 'cuma', 'hanya', 'untuk', 'curhatan', 'aja']","['aplikasinya', 'bagus', 'sayang', 'action', 'pelaporannya', 'tidak', 'memuaskan', 'curhatan', 'aja']",aplikasinya bagus sayang action pelaporannya tidak memuaskan curhatan aja,negatif,9
5,Sangat berguna untuk memfasilitasi aduan masyarakat.semoga ini bisa menjadi jembatan bagi masyarakat untuk mendapatkan layanan yang lebih baik.mantap..,sangat berguna untuk memfasilitasi aduan masyarakat.semoga ini bisa menjadi jembatan bagi masyarakat untuk mendapatkan layanan yang lebih baik.mantap..,sangat berguna untuk memfasilitasi aduan masyarakatsemoga ini bisa menjadi jembatan bagi masyarakat untuk mendapatkan layanan yang lebih baikmantap,sangat berguna untuk memfasilitasi pengaduan masyarakatsemoga ini bisa menjadi jembatan bagi masyarakat untuk mendapatkan layanan yang lebih baikmantap,"['sangat', 'berguna', 'untuk', 'memfasilitasi', 'pengaduan', 'masyarakatsemoga', 'ini', 'bisa', 'menjadi', 'jembatan', 'bagi', 'masyarakat', 'untuk', 'mendapatkan', 'layanan', 'yang', 'lebih', 'baikmantap']","['berguna', 'memfasilitasi', 'pengaduan', 'masyarakatsemoga', 'bisa', 'jembatan', 'masyarakat', 'mendapatkan', 'layanan', 'baikmantap']",berguna memfasilitasi pengaduan masyarakatsemoga bisa jembatan masyarakat mendapatkan layanan baikmantap,positif,10
1,Mau melaporkan tentang bandar judi yang di lindungi oknum polisi aja gak bisa.,mau melaporkan tentang bandar judi yang di lindungi oknum polisi aja gak bisa.,mau melaporkan tentang bandar judi yang di lindungi oknum polisi aja gak bisa,mau melaporkan tentang bandar judi yang di lindungi oknum polisi aja tidak bisa,"['mau', 'melaporkan', 'tentang', 'bandar', 'judi', 'yang', 'di', 'lindungi', 'oknum', 'polisi', 'aja', 'tidak', 'bisa']","['melaporkan', 'bandar', 'judi', 'lindungi', 'oknum', 'polisi', 'aja', 'tidak', 'bisa']",melaporkan bandar judi lindungi oknum polisi aja tidak bisa,negatif,9
5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,positif,1
4,Saya kasih bintang 4 dulu karna laporan saya mengenai blt umkm/bpum yang sudah daftar 2 x hingga saat ini belum ada laporan kelolosannya.karena sy sangat terdampak karena adanya civid19 ini tolong .bantuannya,saya kasih bintang 4 dulu karna laporan saya mengenai blt umkm/bpum yang sudah daftar 2 x hingga saat ini belum ada laporan kelolosannya.karena sy sangat terdampak karena adanya civid19 ini tolong .bantuannya,saya kasih bintang dulu karna laporan saya mengenai blt umkmbpum yang sudah daftar hingga saat ini belum ada laporan kelolosannyakarena sy sangat terdampak karena adanya civid ini tolong bantuannya,saya kasih bintang dulu karna laporan saya mengenai blt umkmbpum yang sudah daftar hingga saat ini belum ada laporan kelolosannyakarena sy sangat terdampak karena adanya civid ini tolong bantuannya,"['saya', 'kasih', 'bintang', 'dulu', 'karna', 'laporan', 'saya', 'mengenai', 'blt', 'umkmbpum', 'yang', 'sudah', 'daftar', 'hingga', 'saat', 'ini', 'belum', 'ada', 'laporan', 'kelolosannyakarena', 'sy', 'sangat', 'terdampak', 'karena', 'adanya', 'civid', 'ini', 'tolong', 'bantuannya']","['saya', 'kasih', 'bintang', 'karna', 'laporan', 'saya', 'blt', 'umkmbpum', 'daftar', 'ada', 'laporan', 'kelolosannyakarena', 'sy', 'terdampak', 'civid', 'tolong', 'bantuannya']",saya kasih bintang karna laporan saya blt umkmbpum daftar ada laporan kelolosannyakarena sy terdampak civid tolong bantuannya,positif,17
5,Aplikasi mantap,aplikasi mantap,aplikasi mantap,aplikasi mantap,"['aplikasi', 'mantap']","['aplikasi', 'mantap']",aplikasi mantap,positif,2
1,Sama aja lah aplikasi,sama aja lah aplikasi,sama aja lah aplikasi,sama aja lah aplikasi,"['sama', 'aja', 'lah', 'aplikasi']","['aja', 'aplikasi']",aja aplikasi,negatif,2
5,Lapor itu keren ..sayang ...masalah yg saya hadapi blm terselesaikan ..hingga saat ini,lapor itu keren ..sayang ...masalah yg saya hadapi blm terselesaikan ..hingga saat ini,lapor itu keren sayang masalah yg saya hadapi blm terselesaikan hingga saat ini,laporan itu keren sayang masalah yang saya hadapi blm terselesaikan hingga saat ini,"['laporan', 'itu', 'keren', 'sayang', 'masalah', 'yang', 'saya', 'hadapi', 'blm', 'terselesaikan', 'hingga', 'saat', 'ini']","['laporan', 'keren', 'sayang', 'saya', 'hadapi', 'blm', 'terselesaikan']",laporan keren sayang saya hadapi blm terselesaikan,positif,7
1,"Nyesel ngisi kuesioner tentang aplikasi ini. Ternyata makin ancur nih aplikasi. Tidak bisa mengirim laporan dari awal tahun sampai sekarang... Ada apa dengan kemunduran aplikasi ini???? Developer kemana liat rate nya udh di angka 2,..... Aplikasi Anda Tidak Baik atau Tidak Lebih Baik.","nyesel ngisi kuesioner tentang aplikasi ini. ternyata makin ancur nih aplikasi. tidak bisa mengirim laporan dari awal tahun sampai sekarang... ada apa dengan kemunduran aplikasi ini???? developer kemana liat rate nya udh di angka 2,..... aplikasi anda tidak baik atau tidak lebih baik.",nyesel ngisi kuesioner tentang aplikasi ini ternyata makin ancur nih aplikasi tidak bisa mengirim laporan dari awal tahun sampai sekarang ada apa dengan kemunduran aplikasi ini developer kemana liat rate nya udh di angka aplikasi anda tidak baik atau tidak lebih baik,nyesel ngisi kuesioner tentang aplikasi ini ternyata makin ancur nih aplikasi tidak bisa mengirim laporan dari awal tahun sampai sekarang ada apa dengan kemunduran aplikasi ini developer kemana liat rate nya udh di angka aplikasi anda tidak baik atau tidak lebih baik,"['nyesel', 'ngisi', 'kuesioner', 'tentang', 'aplikasi', 'ini', 'ternyata', 'makin', 'ancur', 'nih', 'aplikasi', 'tidak', 'bisa', 'mengirim', 'laporan', 'dari', 'awal', 'tahun', 'sampai', 'sekarang', 'ada', 'apa', 'dengan', 'kemunduran', 'aplikasi', 'ini', 'developer', 'kemana', 'liat', 'rate', 'nya', 'udh', 'di', 'angka', 'aplikasi', 'anda', 'tidak', 'baik', 'atau', 'tidak', 'lebih', 'baik']","['nyesel', 'ngisi', 'kuesioner', 'aplikasi', 'ancur', 'aplikasi', 'tidak', 'bisa', 'mengirim', 'laporan', 'ada', 'kemunduran', 'aplikasi', 'developer', 'kemana', 'liat', 'rate', 'udh', 'angka', 'aplikasi', 'tidak', 'baik', 'tidak', 'baik']",nyesel ngisi kuesioner aplikasi ancur aplikasi tidak bisa mengirim laporan ada kemunduran aplikasi developer kemana liat rate udh angka aplikasi tidak baik tidak baik,negatif,24
2,"Kenapa tdk bisa masukkan email,pdhl udh update","kenapa tdk bisa masukkan email,pdhl udh update",kenapa tdk bisa masukkan emailpdhl udh update,kenapa tidak bisa masukkan emailpdhl udh update,"['kenapa', 'tidak', 'bisa', 'masukkan', 'emailpdhl', 'udh', 'update']","['tidak', 'bisa', 'masukkan', 'emailpdhl', 'udh', 'update']",tidak bisa masukkan emailpdhl udh update,negatif,6
1,Sepertinya aplikasi ini dibuat tetapi tidak dikelola dengan maksimal. Responnya tidak terlihat sama sekali.,sepertinya aplikasi ini dibuat tetapi tidak dikelola dengan maksimal. responnya tidak terlihat sama sekali.,sepertinya aplikasi ini dibuat tetapi tidak dikelola dengan maksimal responnya tidak terlihat sama sekali,sepertinya aplikasi ini dibuat tetapi tidak dikelola dengan maksimal responnya tidak terlihat sama sekali,"['sepertinya', 'aplikasi', 'ini', 'dibuat', 'tetapi', 'tidak', 'dikelola', 'dengan', 'maksimal', 'responnya', 'tidak', 'terlihat', 'sama', 'sekali']","['aplikasi', 'tidak', 'dikelola', 'maksimal', 'responnya', 'tidak']",aplikasi tidak dikelola maksimal responnya tidak,negatif,6
1,Daerah Jambi Tidak merespon,daerah jambi tidak merespon,daerah jambi tidak merespon,daerah jambi tidak merespon,"['daerah', 'jambi', 'tidak', 'merespon']","['daerah', 'jambi', 'tidak', 'merespon']",daerah jambi tidak merespon,negatif,4
1,Saya bikin laporan dengan Id #5681345 melaporkan aplikasi BUMN Linkaja yang tidak memgembalikan uang saya yg hilang di dompet linkaja sampe dengan 4 hari dan hari ini belum di verifikasi juga aplikasi apaan ya ini lapor atau pencitraan saja???,saya bikin laporan dengan id #5681345 melaporkan aplikasi bumn linkaja yang tidak memgembalikan uang saya yg hilang di dompet linkaja sampe dengan 4 hari dan hari ini belum di verifikasi juga aplikasi apaan ya ini lapor atau pencitraan saja???,saya bikin laporan dengan id melaporkan aplikasi bumn linkaja yang tidak memgembalikan uang saya yg hilang di dompet linkaja sampe dengan hari dan hari ini belum di verifikasi juga aplikasi apaan ya ini lapor atau pencitraan saja,saya bikin laporan dengan id melaporkan aplikasi bumn linkaja yang tidak memgembalikan uang saya yang hilang di dompet linkaja sampe dengan hari dan hari ini belum di verifikasi juga aplikasi apaan ya ini laporan atau pencitraan saja,"['saya', 'bikin', 'laporan', 'dengan', 'id', 'melaporkan', 'aplikasi', 'bumn', 'linkaja', 'yang', 'tidak', 'memgembalikan', 'uang', 'saya', 'yang', 'hilang', 'di', 'dompet', 'linkaja', 'sampe', 'dengan', 'hari', 'dan', 'hari', 'ini', 'belum', 'di', 'verifikasi', 'juga', 'aplikasi', 'apaan', 'ya', 'ini', 'laporan', 'atau', 'pencitraan', 'saja']","['saya', 'bikin', 'laporan', 'id', 'melaporkan', 'aplikasi', 'bumn', 'linkaja', 'tidak', 'memgembalikan', 'uang', 'saya', 'hilang', 'dompet', 'linkaja', 'sampe', 'verifikasi', 'aplikasi', 'laporan', 'pencitraan']",saya bikin laporan id melaporkan aplikasi bumn linkaja tidak memgembalikan uang saya hilang dompet linkaja sampe verifikasi aplikasi laporan pencitraan,negatif,20
5,"Saya login pake Facebook , saya mau edit profil kok tidak bisa ya ? Mau isi email juga tidak bisa .","saya login pake facebook , saya mau edit profil kok tidak bisa ya ? mau isi email juga tidak bisa .",saya login pake facebook saya mau edit profil kok tidak bisa ya mau isi email juga tidak bisa,saya login pake facebook saya mau edit profil kok tidak bisa ya mau isi email juga tidak bisa,"['saya', 'login', 'pake', 'facebook', 'saya', 'mau', 'edit', 'profil', 'kok', 'tidak', 'bisa', 'ya', 'mau', 'isi', 'email', 'juga', 'tidak', 'bisa']","['saya', 'login', 'pake', 'facebook', 'saya', 'edit', 'profil', 'tidak', 'bisa', 'isi', 'email', 'tidak', 'bisa']",saya login pake facebook saya edit profil tidak bisa isi email tidak bisa,positif,13
3,"Kenapa aplikasi, ketika mau kiriman laporan. Slalu keluar pesan""internal server error""","kenapa aplikasi, ketika mau kiriman laporan. slalu keluar pesan""internal server error""",kenapa aplikasi ketika mau kiriman laporan slalu keluar pesaninternal server error,kenapa aplikasi ketika mau kiriman laporan slalu keluar pesaninternal server error,"['kenapa', 'aplikasi', 'ketika', 'mau', 'kiriman', 'laporan', 'slalu', 'keluar', 'pesaninternal', 'server', 'error']","['aplikasi', 'kiriman', 'laporan', 'slalu', 'pesaninternal', 'server', 'error']",aplikasi kiriman laporan slalu pesaninternal server error,netral,7
5,Kalo gak bisa Daftar bisa Login pakai Facebook,kalo gak bisa daftar bisa login pakai facebook,kalo gak bisa daftar bisa login pakai facebook,kalo tidak bisa daftar bisa login pakai facebook,"['kalo', 'tidak', 'bisa', 'daftar', 'bisa', 'login', 'pakai', 'facebook']","['kalo', 'tidak', 'bisa', 'daftar', 'bisa', 'login', 'pakai', 'facebook']",kalo tidak bisa daftar bisa login pakai facebook,positif,8
1,Aplikasi buruk sulit digunakan.,aplikasi buruk sulit digunakan.,aplikasi buruk sulit digunakan,aplikasi buruk sulit digunakan,"['aplikasi', 'buruk', 'sulit', 'digunakan']","['aplikasi', 'buruk', 'sulit']",aplikasi buruk sulit,negatif,3
1,gak jelassss appny,gak jelassss appny,gak jelas appny,tidak jelas appny,"['tidak', 'jelas', 'appny']","['tidak', 'jelas', 'appny']",tidak jelas appny,negatif,3
1,"saya sudah menulis data sesuai ktp,saya cuman tidak ingin sekolah SMA NEGERI di banyuwangi terjadi pungli,..saya mencoba lapor ke banyak website pemerintah,termasuk aplikasi ini.tapi tidak ada respon,saya mencoba membantu wali murid calon siswa sma,..kemana lagi?","saya sudah menulis data sesuai ktp,saya cuman tidak ingin sekolah sma negeri di banyuwangi terjadi pungli,..saya mencoba lapor ke banyak website pemerintah,termasuk aplikasi ini.tapi tidak ada respon,saya mencoba membantu wali murid calon siswa sma,..kemana lagi?",saya sudah menulis data sesuai ktpsaya cuman tidak ingin sekolah sma negeri di banyuwangi terjadi punglisaya mencoba lapor ke banyak website pemerintahtermasuk aplikasi initapi tidak ada responsaya mencoba membantu wali murid calon siswa smakemana lagi,saya sudah menulis data sesuai ktpsaya cuman tidak ingin sekolah sma negeri di banyuwangi terjadi punglisaya mencoba laporan ke banyak website pemerintahtermasuk aplikasi initapi tidak ada responsaya mencoba membantu wali murid calon siswa smakemana lagi,"['saya', 'sudah', 'menulis', 'data', 'sesuai', 'ktpsaya', 'cuman', 'tidak', 'ingin', 'sekolah', 'sma', 'negeri', 'di', 'banyuwangi', 'terjadi', 'punglisaya', 'mencoba', 'laporan', 'ke', 'banyak', 'website', 'pemerintahtermasuk', 'aplikasi', 'initapi', 'tidak', 'ada', 'responsaya', 'mencoba', 'membantu', 'wali', 'murid', 'calon', 'siswa', 'smakemana', 'lagi']","['saya', 'menulis', 'data', 'sesuai', 'ktpsaya', 'cuman', 'tidak', 'sekolah', 'sma', 'negeri', 'banyuwangi', 'punglisaya', 'mencoba', 'laporan', 'website', 'pemerintahtermasuk', 'aplikasi', 'initapi', 'tidak', 'ada', 'responsaya', 'mencoba', 'membantu', 'wali', 'murid', 'calon', 'siswa', 'smakemana']",saya menulis data sesuai ktpsaya cuman tidak sekolah sma negeri banyuwangi punglisaya mencoba laporan website pemerintahtermasuk aplikasi initapi tidak ada responsaya mencoba membantu wali murid calon siswa smakemana,negatif,28
1,"Kolom pengisian pekerjaan tidak dapat diisi, padahal sudah berkali kali dimasukkan status pekerjaannya, hadeuh","kolom pengisian pekerjaan tidak dapat diisi, padahal sudah berkali kali dimasukkan status pekerjaannya, hadeuh",kolom pengisian pekerjaan tidak dapat diisi padahal sudah berkali kali dimasukkan status pekerjaannya hadeuh,kolom pengisian pekerjaan tidak dapat diisi padahal sudah berkali kali dimasukkan status pekerjaannya hadeuh,"['kolom', 'pengisian', 'pekerjaan', 'tidak', 'dapat', 'diisi', 'padahal', 'sudah', 'berkali', 'kali', 'dimasukkan', 'status', 'pekerjaannya', 'hadeuh']","['kolom', 'pengisian', 'pekerjaan', 'tidak', 'dapat', 'diisi', 'berkali', 'kali', 'dimasukkan', 'status', 'pekerjaannya', 'hadeuh']",kolom pengisian pekerjaan tidak dapat diisi berkali kali dimasukkan status pekerjaannya hadeuh,negatif,12
1,Email tidak bisa masuk,email tidak bisa masuk,email tidak bisa masuk,email tidak bisa masuk,"['email', 'tidak', 'bisa', 'masuk']","['email', 'tidak', 'bisa', 'masuk']",email tidak bisa masuk,negatif,4
1,Jujur susah untuk melapornyah,jujur susah untuk melapornyah,jujur susah untuk melapornyah,jujur susah untuk melapornyah,"['jujur', 'susah', 'untuk', 'melapornyah']","['jujur', 'susah', 'melapornyah']",jujur susah melapornyah,negatif,3
5,Semoga setiap laporan ditindak lanjuti,semoga setiap laporan ditindak lanjuti,semoga setiap laporan ditindak lanjuti,semoga setiap laporan ditindak lanjuti,"['semoga', 'setiap', 'laporan', 'ditindak', 'lanjuti']","['semoga', 'laporan', 'ditindak', 'lanjuti']",semoga laporan ditindak lanjuti,positif,4
1,Segera respon !!!!!!,segera respon !!!!!!,segera respon,segera respon,"['segera', 'respon']",['respon'],respon,negatif,1
5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,positif,1
5,"sangat membantu,terimakasih lapor dengan adanya aplikasi span lapor kebenaran dan keadilan sungguh nyata.","sangat membantu,terimakasih lapor dengan adanya aplikasi span lapor kebenaran dan keadilan sungguh nyata.",sangat membantuterimakasih lapor dengan adanya aplikasi span lapor kebenaran dan keadilan sungguh nyata,sangat membantuterimakasih laporan dengan adanya aplikasi span laporan kebenaran dan keadilan sungguh nyata,"['sangat', 'membantuterimakasih', 'laporan', 'dengan', 'adanya', 'aplikasi', 'span', 'laporan', 'kebenaran', 'dan', 'keadilan', 'sungguh', 'nyata']","['membantuterimakasih', 'laporan', 'aplikasi', 'span', 'laporan', 'kebenaran', 'keadilan', 'sungguh', 'nyata']",membantuterimakasih laporan aplikasi span laporan kebenaran keadilan sungguh nyata,positif,9
1,APLIKASI JELEK mau pengaduan RIBET,aplikasi jelek mau pengaduan ribet,aplikasi jelek mau pengaduan ribet,aplikasi jelek mau pengaduan ribet,"['aplikasi', 'jelek', 'mau', 'pengaduan', 'ribet']","['aplikasi', 'jelek', 'pengaduan', 'ribet']",aplikasi jelek pengaduan ribet,negatif,4
5,Yang bilang eror berarti ga paham...,yang bilang eror berarti ga paham...,yang bilang eror berarti ga paham,yang bilang error berarti tidak paham,"['yang', 'bilang', 'error', 'berarti', 'tidak', 'paham']","['bilang', 'error', 'tidak', 'paham']",bilang error tidak paham,positif,4
5,Oke,oke,oke,oke,['oke'],['oke'],oke,positif,1
1,Mau daftar aja susah bgt najis!!!,mau daftar aja susah bgt najis!!!,mau daftar aja susah bgt najis,mau daftar aja susah banget najis,"['mau', 'daftar', 'aja', 'susah', 'banget', 'najis']","['daftar', 'aja', 'susah', 'banget', 'najis']",daftar aja susah banget najis,negatif,5
1,"Versi web sudah bagus, tapi versi aplikasinya ini sampah! Tidak berguna, tidak bisa login, meskipun saya sudah membuat akun via web.","versi web sudah bagus, tapi versi aplikasinya ini sampah! tidak berguna, tidak bisa login, meskipun saya sudah membuat akun via web.",versi web sudah bagus tapi versi aplikasinya ini sampah tidak berguna tidak bisa login meskipun saya sudah membuat akun via web,versi website sudah bagus tapi versi aplikasinya ini sampah tidak berguna tidak bisa login meskipun saya sudah membuat akun lewat website,"['versi', 'website', 'sudah', 'bagus', 'tapi', 'versi', 'aplikasinya', 'ini', 'sampah', 'tidak', 'berguna', 'tidak', 'bisa', 'login', 'meskipun', 'saya', 'sudah', 'membuat', 'akun', 'lewat', 'website']","['versi', 'website', 'bagus', 'versi', 'aplikasinya', 'sampah', 'tidak', 'berguna', 'tidak', 'bisa', 'login', 'saya', 'akun', 'website']",versi website bagus versi aplikasinya sampah tidak berguna tidak bisa login saya akun website,negatif,14
5,Masih mencoba,masih mencoba,masih mencoba,masih mencoba,"['masih', 'mencoba']",['mencoba'],mencoba,positif,1
1,"Aplikasi Sering Error, misalnya tidak bisa memilih kategori laporan dan saat mengirim laporan sering gagal,","aplikasi sering error, misalnya tidak bisa memilih kategori laporan dan saat mengirim laporan sering gagal,",aplikasi sering error misalnya tidak bisa memilih kategori laporan dan saat mengirim laporan sering gagal,aplikasi sering error misalnya tidak bisa memilih kategori laporan dan saat mengirim laporan sering gagal,"['aplikasi', 'sering', 'error', 'misalnya', 'tidak', 'bisa', 'memilih', 'kategori', 'laporan', 'dan', 'saat', 'mengirim', 'laporan', 'sering', 'gagal']","['aplikasi', 'error', 'tidak', 'bisa', 'memilih', 'kategori', 'laporan', 'mengirim', 'laporan', 'gagal']",aplikasi error tidak bisa memilih kategori laporan mengirim laporan gagal,negatif,10
